id,title,creator,source,media_type,quality_grade,access_status,topics,url
PA-0130,Pixelorama documentation: brush,Pixelorama,Pixelorama official documentation,official-doc,A,full-text,工具与导出 | 调色板与明度 | 场景与透视,https://www.pixelorama.org/concepts/brush
PA-0131,Pixelorama documentation: canvas,Pixelorama,Pixelorama official documentation,official-doc,A,full-text,构图与尺度 | 场景与透视 | 图块与地形 | 调色板与明度,https://www.pixelorama.org/user_manual/user_interface/canvas
PA-0132,Pixelorama documentation: cel,Pixelorama,Pixelorama official documentation,official-doc,A,full-text,工具与导出 | 动画 | 调色板与明度,https://www.pixelorama.org/concepts/cel
PA-0133,Pixelorama documentation: color mode,Pixelorama,Pixelorama official documentation,official-doc,A,full-text,调色板与明度 | 工具与导出,https://www.pixelorama.org/concepts/color_mode
PA-0134,Pixelorama documentation: drawing,Pixelorama,Pixelorama official documentation,official-doc,A,full-text,调色板与明度 | 工具与导出 | 光照与体积 | 构图与尺度,https://www.pixelorama.org/user_manual/drawing
PA-0135,Pixelorama documentation: image effects,Pixelorama,Pixelorama official documentation,official-doc,A,full-text,调色板与明度 | 动画 | 工具与导出 | 轮廓与像素簇,https://www.pixelorama.org/user_manual/image_effects
PA-0136,Pixelorama documentation: Import,Pixelorama,Pixelorama official documentation,official-doc,A,full-text,工具与导出 | 动画 | 调色板与明度 | 图块与地形,https://www.pixelorama.org/user_manual/Import
PA-0137,Pixelorama documentation: introduction,Pixelorama,Pixelorama official documentation,official-doc,A,full-text,工具与导出 | 光照与体积 | 动画,https://www.pixelorama.org/introduction
PA-0138,Pixelorama documentation: layer,Pixelorama,Pixelorama official documentation,official-doc,A,full-text,工具与导出 | 调色板与明度 | 图块与地形 | 构图与尺度,https://www.pixelorama.org/concepts/layer
PA-0139,Pixelorama documentation: palettes,Pixelorama,Pixelorama official documentation,official-doc,A,full-text,调色板与明度 | 工具与导出 | 动画 | 人物与角色,https://www.pixelorama.org/user_manual/palettes
PA-0140,Pixelorama documentation: project,Pixelorama,Pixelorama official documentation,official-doc,A,full-text,工具与导出 | 动画 | 图块与地形 | 调色板与明度,https://www.pixelorama.org/concepts/project
PA-0141,Pixelorama documentation: save and export,Pixelorama,Pixelorama official documentation,official-doc,A,full-text,工具与导出 | 动画 | 构图与尺度 | 人物与角色,https://www.pixelorama.org/user_manual/save_and_export
PA-0142,Pixelorama documentation: selecting,Pixelorama,Pixelorama official documentation,official-doc,A,full-text,调色板与明度 | 工具与导出 | 构图与尺度 | 轮廓与像素簇,https://www.pixelorama.org/user_manual/selecting
PA-0143,Pixelorama documentation: shading,Pixelorama,Pixelorama official documentation,official-doc,A,full-text,调色板与明度 | 光照与体积 | 工具与导出 | 人物与角色,https://www.pixelorama.org/user_manual/shading
PA-0144,Pixelorama documentation: tilemaps,Pixelorama,Pixelorama official documentation,official-doc,A,full-text,图块与地形 | 工具与导出 | 场景与透视 | 轮廓与像素簇,https://www.pixelorama.org/user_manual/tilemaps
PA-0145,Pixelorama documentation: timeline,Pixelorama,Pixelorama official documentation,official-doc,A,full-text,动画 | 工具与导出 | 调色板与明度 | 人物与角色,https://www.pixelorama.org/user_manual/user_interface/timeline
PA-0146,Pixelorama documentation: tools,Pixelorama,Pixelorama official documentation,official-doc,A,full-text,调色板与明度 | 构图与尺度 | 工具与导出 | 场景与透视,https://www.pixelorama.org/user_manual/tools
PA-0147,Pixelorama documentation: transforming,Pixelorama,Pixelorama official documentation,official-doc,A,full-text,构图与尺度 | 工具与导出 | 抗锯齿与抖动 | 动画,https://www.pixelorama.org/user_manual/transforming
PA-0148,Pixelorama documentation: user interface basics,Pixelorama,Pixelorama official documentation,official-doc,A,full-text,工具与导出 | 构图与尺度 | 调色板与明度 | 光照与体积,https://www.pixelorama.org/user_manual/user_interface/user_interface_basics
PA-0149,001 Aseprite pixelart character creation and basic animation walkthrough,Advent1013,YouTube / Lospec curated,video,A,full-caption,人物与角色 | 调色板与明度 | 光照与体积 | 轮廓与像素簇,https://www.youtube.com/watch?v=cL_usZAFB4A
PA-0150,013 Value and contrast basics,GilmOwO,YouTube,video,B,full-caption,调色板与明度 | 场景与透视,https://www.youtube.com/watch?v=ri2DIQKzGr4
PA-0151,1-Bit Pixel Art Techniques (Tutorial + Timelapse),Brandon James Greer,YouTube,video,B,full-caption,调色板与明度 | 人物与角色 | 材质与纹理 | 构图与尺度,https://www.youtube.com/watch?v=0BZwEoj50uw
PA-0152,1-Point Perspective Pixel Art (sketch + timelapse),Brandon James Greer,YouTube,video,B,full-caption,场景与透视 | 调色板与明度 | 光照与体积 | 构图与尺度,https://www.youtube.com/watch?v=Uf5TiCNf-tU
PA-0153,1.7 Value and Contrast,Math&Comps,YouTube,video,B,full-caption,调色板与明度 | 工具与导出 | 光照与体积 | 人物与角色,https://www.youtube.com/watch?v=bB1cPSiMQ6s
PA-0154,10 Minute Pixel Sprite TUTORIAL for COMPLETE BEGINNERS,Eli Cuaycong,YouTube,video,B,full-caption,调色板与明度 | 人物与角色 | 构图与尺度 | 工具与导出,https://www.youtube.com/watch?v=mBt3UuLJx9Y
PA-0155,10 Must-Know Procreate Selection Tricks (Some Might Surprise You!),Art Side of Life - iPad Drawing,YouTube,video,B,full-caption,工具与导出 | 调色板与明度 | 场景与透视 | 构图与尺度,https://www.youtube.com/watch?v=Jdfqw92Z3C0
PA-0156,10 Pixelorama TIPS & TRICKS that you may not know about,Pixelorama,YouTube,video,B,full-caption,动画 | 工具与导出 | 调色板与明度 | 场景与透视,https://www.youtube.com/watch?v=-FEZeitwpyY
PA-0157,12 Animation Principles You Need To Know,Saultoons,YouTube,video,B,full-caption,动画 | 人物与角色 | 材质与纹理 | 轮廓与像素簇,https://www.youtube.com/watch?v=vwk5UA927Ok
PA-0158,13 Pixel Fonts With Free Licensing,P A N T E R,YouTube,video,B,full-caption,调色板与明度,https://www.youtube.com/watch?v=ldQ3Us_bXYE
PA-0159,17 Tips to Improve Your Pixel Art!,Robinson Pixels,YouTube,video,B,full-caption,调色板与明度 | 人物与角色 | 光照与体积 | 场景与透视,https://www.youtube.com/watch?v=5Axgvws7724
PA-0160,20 Art Styles Challenge‼️(Orb Edition),Orb,YouTube,video,B,full-caption,人物与角色 | 光照与体积 | 调色板与明度 | 材质与纹理,https://www.youtube.com/watch?v=o1T7dwFdUUM
PA-0161,20 Tips for Making Better Pixel Art,Apox Fox,YouTube,video,B,full-caption,调色板与明度 | 光照与体积 | 人物与角色 | 构图与尺度,https://www.youtube.com/watch?v=PndZ34z5-88
PA-0162,3 Easy Ways To Knock Out Black In Affinity Photo,IAMRENSI,YouTube,video,B,full-caption,工具与导出 | 轮廓与像素簇 | 调色板与明度 | 场景与透视,https://www.youtube.com/watch?v=nNKe6SHYECk
PA-0163,"3 PixelArt Techniques/Common Mistakes (Doubles, Jaggies & Outline) (Tutorial for Beginners)",MortMort,YouTube / Lospec curated,video,A,full-caption,轮廓与像素簇 | 人物与角色 | 光照与体积 | 调色板与明度,https://www.youtube.com/watch?v=gW1G_FLsuEs
PA-0164,3 VALUE STUDY Method to LEVEL UP your Paintings! (BEGINNER FRIENDLY),Jtuffdesigns,YouTube,video,B,full-caption,光照与体积 | 调色板与明度 | 场景与透视 | 材质与纹理,https://www.youtube.com/watch?v=haEmIHFY9E4
PA-0165,3D PixelArt Tutorial - Godot,Eduardo Schildt,YouTube,video,B,full-caption,材质与纹理 | 调色板与明度 | 轮廓与像素簇 | 动画,https://www.youtube.com/watch?v=7wwE5FLZceY
PA-0166,6 Pixel Art Drawing Techniques,GDQuest,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 人物与角色 | 光照与体积 | 构图与尺度,https://www.youtube.com/watch?v=ebF1pIxLpnU
PA-0167,7 tips to master HD index painting with Krita,GDQuest,YouTube,video,B,full-caption,调色板与明度 | 工具与导出 | 构图与尺度 | 轮廓与像素簇,https://www.youtube.com/watch?v=1m_0DFcOPAI
PA-0168,8 Pixel Art Textures - Tutorial,TutsByKai,YouTube,video,B,full-caption,材质与纹理 | 调色板与明度 | 场景与透视 | 光照与体积,https://www.youtube.com/watch?v=nbGROzxIv6k
PA-0169,8-BIT PIXEL TEXT EFFECT - Adobe Photoshop CC Tutorial (2021),Always Creating,YouTube,video,B,full-caption,工具与导出 | 光照与体积,https://www.youtube.com/watch?v=yWr14yR4Pyc
PA-0170,80s Pixel T-Shirt Design Using AI Art + Free Fonts. Full Tutorial,Detour Shirts,YouTube,video,B,full-caption,轮廓与像素簇 | 场景与透视 | 调色板与明度 | 光照与体积,https://www.youtube.com/watch?v=GQiYAA7PKDM
PA-0171,90s Diamond Text Effect - Photoshop Tutorial,Pixel Magic,YouTube,video,B,full-caption,工具与导出 | 调色板与明度 | 场景与透视 | 光照与体积,https://www.youtube.com/watch?v=uWAz-YuAiTQ
PA-0172,[Let's Pixel] 12x20 Rogue,Heartbeast,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 人物与角色 | 场景与透视 | 光照与体积,https://www.youtube.com/watch?v=DNHIc85rYXI
PA-0173,[Let's Pixel] 18x18 Bat + 2 Frame Animation,Heartbeast,YouTube / Lospec curated,video,A,full-caption,动画 | 调色板与明度 | 人物与角色 | 光照与体积,https://www.youtube.com/watch?v=IPd2eCh3GhQ
PA-0174,[Let's Pixel] 18x18 Item Icons,Heartbeast,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 人物与角色 | 轮廓与像素簇 | 光照与体积,https://www.youtube.com/watch?v=JV_3Axv_vH0
PA-0175,[Let's Pixel] 24x24 Bat with Animation,Heartbeast,YouTube / Lospec curated,video,A,full-caption,动画 | 调色板与明度 | 人物与角色 | 轮廓与像素簇,https://www.youtube.com/watch?v=kXcO8ZrODuQ
PA-0176,[Let's Pixel] 48x40 Sidian Boss,Heartbeast,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 人物与角色 | 场景与透视 | 轮廓与像素簇,https://www.youtube.com/watch?v=DEBcRgylvLw
PA-0177,[Let's Pixel] @Pixel_Dailies GameMaker Cake!,Heartbeast,YouTube / Lospec curated,video,A,full-caption,场景与透视 | 调色板与明度 | 构图与尺度,https://www.youtube.com/watch?v=c09FKfRydp4
PA-0178,[Let's Pixel] Backgrounds,Heartbeast,YouTube / Lospec curated,video,A,full-caption,场景与透视 | 调色板与明度 | 轮廓与像素簇 | 工具与导出,https://www.youtube.com/watch?v=1lKtEk6hH1M
PA-0179,[Let's Pixel] Blue Wisp,Heartbeast,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 轮廓与像素簇 | 人物与角色 | 光照与体积,https://www.youtube.com/watch?v=5Nyi7BCaOzQ
PA-0180,[Let's Pixel] Boulder,Heartbeast,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 场景与透视 | 光照与体积 | 轮廓与像素簇,https://www.youtube.com/watch?v=Wa2w32YtWsg
PA-0181,[Let's Pixel] Character and Sword [P3] Attack Animation,Heartbeast,YouTube / Lospec curated,video,A,full-caption,动画 | 人物与角色 | 构图与尺度 | 调色板与明度,https://www.youtube.com/watch?v=04beJS1HYk8
PA-0182,[Let's Pixel] Character and Sword! [P2] Animation,Heartbeast,YouTube / Lospec curated,video,A,full-caption,动画 | 工具与导出 | 人物与角色 | 构图与尺度,https://www.youtube.com/watch?v=SQKm2aTux6o
PA-0183,[Let's Pixel] Dark Angel,Heartbeast,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 工具与导出,https://www.youtube.com/watch?v=LG_7Zx82exE
PA-0184,[Let's Pixel] Explosion Animation!,Heartbeast,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 动画 | 轮廓与像素簇 | 人物与角色,https://www.youtube.com/watch?v=EL25j8a3Li0
PA-0185,[Let's Pixel] Faces!,Heartbeast,YouTube / Lospec curated,video,A,full-caption,光照与体积 | 人物与角色 | 调色板与明度 | 轮廓与像素簇,https://www.youtube.com/watch?v=8wGpSH4cYng
PA-0186,[Let's Pixel] Flame Colossus,Heartbeast,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 轮廓与像素簇 | 场景与透视 | 人物与角色,https://www.youtube.com/watch?v=LEcLsF0dreU
PA-0187,[Let's Pixel] Golem Boss!,Heartbeast,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 光照与体积 | 轮廓与像素簇 | 场景与透视,https://www.youtube.com/watch?v=ony-893665c
PA-0188,[Let's Pixel] Lavarock,Heartbeast,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 场景与透视,https://www.youtube.com/watch?v=fkd47Rksy10
PA-0189,[Let's Pixel] Metal Armor,Heartbeast,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 材质与纹理 | 光照与体积 | 人物与角色,https://www.youtube.com/watch?v=ddpB0Z89M3s
PA-0190,[Let's Pixel] Random Level Generation [P3] Basic Wall Tiles,Heartbeast,YouTube / Lospec curated,video,A,full-caption,图块与地形 | 调色板与明度 | 场景与透视 | 轮廓与像素簇,https://www.youtube.com/watch?v=TNhqKoThjoQ
PA-0191,[Let's Pixel] Simple 8-Frame Run Cycle,Heartbeast,YouTube / Lospec curated,video,A,full-caption,动画 | 人物与角色 | 调色板与明度 | 工具与导出,https://www.youtube.com/watch?v=y6Igao5Uvu8
PA-0192,[Let's Pixel] Skeleton,Heartbeast,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 光照与体积 | 人物与角色 | 构图与尺度,https://www.youtube.com/watch?v=ZqhYh-Gp0YI
PA-0193,[Let's Pixel] Small Dragon,Heartbeast,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 光照与体积 | 人物与角色 | 轮廓与像素簇,https://www.youtube.com/watch?v=zGPoXYKgMJ8
PA-0194,[Let's Pixel] Spruce Tree,Heartbeast,YouTube / Lospec curated,video,A,full-caption,场景与透视 | 调色板与明度 | 动画 | 人物与角色,https://www.youtube.com/watch?v=E_NNLmRuFYY
PA-0195,[Let's Pixel] Stegosaurus is Awesome,Heartbeast,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 工具与导出 | 光照与体积 | 人物与角色,https://www.youtube.com/watch?v=p6pOP0VeujI
PA-0196,[Let's Pixel] Titan Souls like RPG Character,Heartbeast,YouTube / Lospec curated,video,A,full-caption,人物与角色 | 调色板与明度 | 光照与体积 | 轮廓与像素簇,https://www.youtube.com/watch?v=KFiH1cNPQmw
PA-0197,[Let's Pixel] Top-Down Shooter Sprites,Heartbeast,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 人物与角色 | 场景与透视 | 光照与体积,https://www.youtube.com/watch?v=iQHSJL_ZcfA
PA-0198,[Let's Pixel] TREE!,Heartbeast,YouTube / Lospec curated,video,A,full-caption,场景与透视 | 调色板与明度 | 光照与体积 | 人物与角色,https://www.youtube.com/watch?v=RgLG84RiHb0
PA-0199,[Let's Pixel] Vines,Heartbeast,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 光照与体积 | 构图与尺度 | 动画,https://www.youtube.com/watch?v=CwH3MPO5ss4
PA-0200,[Let's Pixel] Water Tiles and Pyxel Edit,Heartbeast,YouTube / Lospec curated,video,A,full-caption,图块与地形 | 场景与透视 | 调色板与明度 | 工具与导出,https://www.youtube.com/watch?v=pwCyXkuDaGI
PA-0201,A beginner friendly practice for starting with pixel art,Pixel Clip,YouTube,video,B,full-caption,构图与尺度 | 调色板与明度 | 轮廓与像素簇 | 人物与角色,https://www.youtube.com/watch?v=SIrC_rbOucQ
PA-0202,A character design exercise for overthinkers,qrbits,YouTube,video,B,full-caption,人物与角色 | 调色板与明度 | 轮廓与像素簇 | 工具与导出,https://www.youtube.com/watch?v=OHnsa2V171k
PA-0203,a COMPLETE guide to shading,pikat,YouTube,video,B,full-caption,调色板与明度 | 光照与体积 | 工具与导出 | 构图与尺度,https://www.youtube.com/watch?v=csvX1JMAl6g
PA-0204,A Hack to Add Color to Your Character Designs!,pikat,YouTube,video,B,full-caption,调色板与明度 | 人物与角色 | 工具与导出 | 构图与尺度,https://www.youtube.com/watch?v=NNqGp2DcRK8
PA-0205,A Programmer's Guide to Pixel Art,DaFluffyPotato,YouTube,video,B,full-caption,调色板与明度 | 光照与体积 | 构图与尺度 | 场景与透视,https://www.youtube.com/watch?v=4cYAkHfh9wM
PA-0206,A Simple Tip For Attack Animations,Nootall,YouTube,video,B,full-caption,动画 | 人物与角色,https://www.youtube.com/watch?v=25Pjx-SEbuw
PA-0207,A Simple Way to Draw CLOTHES (not the 7 fold types),Love Life Drawing,YouTube,video,B,full-caption,人物与角色 | 动画 | 光照与体积 | 轮廓与像素簇,https://www.youtube.com/watch?v=krHsajIoJFc
PA-0208,Add Any Pattern to Any Fabric in Photoshop!,PiXimperfect,YouTube,video,B,full-caption,工具与导出 | 场景与透视 | 调色板与明度 | 构图与尺度,https://www.youtube.com/watch?v=Z168F2BlAdA
PA-0209,Add PIXEL perfect TEXT in ASEPRITE (Livestream Tutorial),MortMort,YouTube,video,B,full-caption,人物与角色 | 轮廓与像素簇 | 光照与体积 | 调色板与明度,https://www.youtube.com/watch?v=U-A05iqhuPU
PA-0210,Affinity is FREE! How to Make Thumbnails - Tutorial,Gael LEVEL,YouTube,video,B,full-caption,调色板与明度 | 工具与导出 | 构图与尺度 | 场景与透视,https://www.youtube.com/watch?v=ZeUZDn32sk0
PA-0211,ALAN BECKER - Animating Walk Cycles,AlanBeckerTutorials,YouTube,video,B,full-caption,人物与角色 | 动画 | 场景与透视 | 工具与导出,https://www.youtube.com/watch?v=2y6aVz0Acx0
PA-0212,An Aseprite Crash Course In 30 Minutes,AdamCYounis,YouTube,video,B,full-caption,工具与导出 | 人物与角色 | 调色板与明度 | 构图与尺度,https://www.youtube.com/watch?v=59Y6OTzNrhk
PA-0213,Animate Pixel Art Sprites | Photoshop Tutorial,Flow Studio,YouTube / Lospec curated,video,A,full-caption,动画 | 工具与导出 | 人物与角色 | 调色板与明度,https://www.youtube.com/watch?v=q2IxC0odOkU
PA-0214,Animate Player Walk Cycle in Aseprite - Pixel Art Tutorial for Beginners,SpaceCat,YouTube,video,B,full-caption,动画 | 人物与角色 | 调色板与明度 | 构图与尺度,https://www.youtube.com/watch?v=6prNLpNasMI
PA-0215,Animating a run cycle in pixelart - Kunoichi,MarcoValeKaz,YouTube,video,B,full-caption,动画 | 人物与角色 | 工具与导出,https://www.youtube.com/watch?v=QFxhvOA1tYs
PA-0216,Animating LEGS (Walk Cycles and Weight) - Doodley,Doodley,YouTube,video,B,full-caption,人物与角色 | 动画 | 场景与透视 | 工具与导出,https://www.youtube.com/watch?v=6lGPvMLE8Oo
PA-0217,Animation Basics - Character animation,David Browne,YouTube / Lospec curated,video,A,full-caption,动画 | 人物与角色 | 轮廓与像素簇 | 调色板与明度,https://www.youtube.com/watch?v=im6iUSnca7Y
PA-0218,Anime Grass Tutorial | Blender (include Project Files),trungduyng,YouTube,video,B,full-caption,场景与透视 | 调色板与明度 | 材质与纹理 | 光照与体积,https://www.youtube.com/watch?v=M4kMri55rdE
PA-0219,ANTI ALIASING la NAVAJA SUIZA en el PIXEL ART| Curso DEFINITIVO de Pixel Art,Toronja GB,YouTube,video,B,full-caption,调色板与明度 | 轮廓与像素簇 | 抗锯齿与抖动 | 光照与体积,https://www.youtube.com/watch?v=Bm1gRlXWUT4
PA-0220,"APRENDA perspectivas pixel art: 2d, top down e isometrica",Como fazer pixel art,YouTube,video,B,full-caption,场景与透视 | 光照与体积 | 人物与角色 | 调色板与明度,https://www.youtube.com/watch?v=22ZQFkpQh2Q
PA-0221,Arcade Game Typography: The Art of Pixel Type | Overview,Brandon James Greer,YouTube,video,B,full-caption,轮廓与像素簇 | 调色板与明度 | 光照与体积 | 图块与地形,https://www.youtube.com/watch?v=pXuzLy-C1fI
PA-0222,Architectural Designer Creates a Pixel Art Bathhouse,Pixel Architect,YouTube,video,B,full-caption,场景与透视 | 材质与纹理 | 人物与角色 | 调色板与明度,https://www.youtube.com/watch?v=JBzaK79Jm10
PA-0223,Architectural Designer Creates a Pixel Art Town,Pixel Architect,YouTube,video,B,full-caption,场景与透视 | 材质与纹理 | 人物与角色 | 调色板与明度,https://www.youtube.com/watch?v=KMJbhee4xTk
PA-0224,Arnold tutorial - Rendering a pixel art style in MtoA,Arnold renderer,YouTube,video,B,full-caption,光照与体积 | 调色板与明度 | 人物与角色,https://www.youtube.com/watch?v=K_Mww9TRg3Y
PA-0225,Art Heist: How to Create Pixel Art like Undertale,GoatBlob Pixel,YouTube,video,B,full-caption,人物与角色 | 轮廓与像素簇 | 调色板与明度 | 构图与尺度,https://www.youtube.com/watch?v=wC8nx8Ghhj8
PA-0226,Artwork on Folded Sleeve: Photific Mockup Tutorial,Photific Mockups,YouTube,video,B,full-caption,工具与导出 | 构图与尺度,https://www.youtube.com/watch?v=9vWp6jw3J80
PA-0227,Aseprite - How to make Seamless Tiles,koraki,YouTube / Lospec curated,video,A,full-caption,图块与地形 | 调色板与明度 | 场景与透视 | 材质与纹理,https://www.youtube.com/watch?v=6U1WAHwmlc0
PA-0228,Aseprite Animation Timeline & tools (Pixelart beginner Tutorial),MortMort,YouTube / Lospec curated,video,A,full-caption,动画 | 工具与导出 | 人物与角色 | 构图与尺度,https://www.youtube.com/watch?v=N4Z4MdZ1KWY
PA-0229,Aseprite Animation Tutorial (Pixel Art),Saultoons,YouTube,video,B,full-caption,动画 | 工具与导出 | 场景与透视 | 光照与体积,https://www.youtube.com/watch?v=B0enS9BJne4
PA-0230,Aseprite Brush Tips and Tricks (Pixel Art Tutorial),MortMort,YouTube,video,B,full-caption,图块与地形 | 调色板与明度 | 光照与体积 | 人物与角色,https://www.youtube.com/watch?v=cLESnHw2dPE
PA-0231,Aseprite for Game Devs: How to Create Seamless Tilemaps Step-by-Step,Pixel Principles,YouTube,video,B,full-caption,图块与地形 | 调色板与明度 | 人物与角色 | 构图与尺度,https://www.youtube.com/watch?v=fkNDanngTfQ
PA-0232,Aseprite Guide for Beginners (Pixelart Tutorial),MortMort,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 工具与导出 | 人物与角色 | 轮廓与像素簇,https://www.youtube.com/watch?v=Md6W79jtLJM
PA-0233,Aseprite Pixel Art Portrait - Tutorial,TutsByKai,YouTube,video,B,full-caption,调色板与明度 | 人物与角色 | 工具与导出 | 轮廓与像素簇,https://www.youtube.com/watch?v=ABcWZQ0W8ns
PA-0234,Aseprite Pixelart Tutorial - Beginner Friendly Space Scene in Realtime,PixelRocket,YouTube,video,B,full-caption,调色板与明度 | 工具与导出 | 场景与透视 | 构图与尺度,https://www.youtube.com/watch?v=DqAa9lqT6qg
PA-0235,Aseprite tilemap for my pixel art game,Pixel Pete - Sad Slime Games  ,YouTube,video,B,full-caption,图块与地形 | 工具与导出 | 调色板与明度 | 光照与体积,https://www.youtube.com/watch?v=lsLfChSfmzA
PA-0236,Aseprite Top Down Pixel Art Character Design and Animation Part 1 - Tutorial,CouchFerret makes Games,YouTube,video,B,full-caption,人物与角色 | 光照与体积 | 动画 | 调色板与明度,https://www.youtube.com/watch?v=ty-RxDy9_SQ
PA-0237,Aseprite Tutorial - Create a Pixel Art Smoke Animation,TutsByKai,YouTube,video,B,full-caption,动画 | 光照与体积 | 工具与导出 | 调色板与明度,https://www.youtube.com/watch?v=J3D5UR7vIU8
PA-0238,Aseprite Tutorial - How to make a Pixel Art House,TutsByKai,YouTube,video,B,full-caption,调色板与明度 | 光照与体积 | 材质与纹理 | 工具与导出,https://www.youtube.com/watch?v=FogcjAImD-A
PA-0239,Aseprite Tutorial - How to make a Pixel Art Stone Texture!,TutsByKai,YouTube,video,B,full-caption,调色板与明度 | 材质与纹理 | 场景与透视 | 图块与地形,https://www.youtube.com/watch?v=sg3EffpU6uo
PA-0240,Aseprite Tutorial For Beginners (Pixel Art),Saultoons,YouTube,video,B,full-caption,调色板与明度 | 工具与导出 | 构图与尺度 | 场景与透视,https://www.youtube.com/watch?v=tFsETEP01k8
PA-0241,Aseprite Tutorial Size Guide For RPG MAKER MV | A Sizing Guide For Character Sprites And Spritesheet,FlowPoly,YouTube,video,B,full-caption,人物与角色 | 工具与导出 | 动画 | 调色板与明度,https://www.youtube.com/watch?v=jJAslaoYEJM
PA-0242,Aseprite: Master Tilemaps & Tilesets Like a Pro (Complete Tutorial),Things Zone,YouTube,video,B,full-caption,图块与地形 | 工具与导出 | 场景与透视 | 人物与角色,https://www.youtube.com/watch?v=4XC6q6s-_dM
PA-0243,Auto-Tiling while drawing only 5 tiles -- DUAL GRID SYSTEM,Nonsensical 2D,YouTube,video,B,full-caption,图块与地形 | 工具与导出 | 场景与透视 | 材质与纹理,https://www.youtube.com/watch?v=aWcCNGen0cM
PA-0244,Autotiles in GameMaker,DragoniteSpam,YouTube,video,B,full-caption,图块与地形 | 人物与角色 | 场景与透视 | 工具与导出,https://www.youtube.com/watch?v=EVXimiZPo28
PA-0245,Basic Anti-Aliasing for beginners (Pixel Art Tutorial),MortMort,YouTube / Lospec curated,video,A,full-caption,人物与角色 | 场景与透视 | 轮廓与像素簇 | 抗锯齿与抖动,https://www.youtube.com/watch?v=UN-m3o9V7kk
PA-0246,BASIC COLOR THEORY | Beginner Guide + Concepts,Aka ,YouTube,video,B,full-caption,调色板与明度 | 光照与体积 | 构图与尺度 | 工具与导出,https://www.youtube.com/watch?v=kGvDQCohHdM
PA-0247,Basic Photoshop Pixel Art Animation Tutorial Part 5: Frames and Layers by PXLFLX,PXLFLX,YouTube / Lospec curated,video,A,full-caption,动画 | 工具与导出 | 构图与尺度,https://www.youtube.com/watch?v=3o9sdu6AAlY
PA-0248,Basic Pixel Art Tutorial Series: Lines and Outlines,Bizmaster Studios,YouTube,video,B,full-caption,轮廓与像素簇 | 人物与角色,https://www.youtube.com/watch?v=LrinRxOCcNk
PA-0249,Beginner Pixel Art Tutorial – A Complete Guide,Alvin Roe,YouTube,video,B,full-caption,调色板与明度 | 人物与角色 | 光照与体积 | 动画,https://www.youtube.com/watch?v=o_EKrg2fIuc
PA-0250,Beginner Pixel Art: Create Stunning Lush Grass!,Ather Game Dev,YouTube,video,B,full-caption,场景与透视 | 调色板与明度 | 光照与体积 | 图块与地形,https://www.youtube.com/watch?v=9Glc8voKkFY
PA-0251,Beginner/Intermediate Pixel Art Tutorial - Cluster Painting Technique - #23,Uxtsuki,YouTube,video,B,full-caption,调色板与明度 | 光照与体积 | 轮廓与像素簇 | 场景与透视,https://www.youtube.com/watch?v=5SLEec_JbCY
PA-0252,Beginner/Intermediate Pixel Art Tutorial - Clusters - #10,Uxtsuki,YouTube,video,B,full-caption,材质与纹理 | 场景与透视 | 人物与角色 | 光照与体积,https://www.youtube.com/watch?v=tfpbHg6b9IQ
PA-0253,Beginner’s Guide to Four Legged Animation: Pixel Art Cat Walk (Aseprite Tutorial),Pixel Principles,YouTube,video,B,full-caption,动画 | 工具与导出 | 调色板与明度 | 人物与角色,https://www.youtube.com/watch?v=a_PF-KiJfTU
PA-0254,Best Canvas Size for Making Pixel Art?,Normal Neighbor,YouTube,video,B,full-caption,调色板与明度 | 构图与尺度 | 场景与透视 | 动画,https://www.youtube.com/watch?v=S7MfGFv6qxQ
PA-0255,Better Pixel Art Colors with Hue Shifting - Pixel Art Tutorial for Beginners,SpaceCat,YouTube,video,B,full-caption,调色板与明度 | 光照与体积 | 轮廓与像素簇 | 构图与尺度,https://www.youtube.com/watch?v=Wjjbdm_Ac-E
PA-0256,Bitmap/Sprite fonts - How to use [Game Maker | Basics],1up Indie,YouTube,video,B,full-caption,人物与角色 | 动画 | 场景与透视,https://www.youtube.com/watch?v=hM3qN0CXl2M
PA-0257,Blender Tutorial - How to Texture Pixel Art in Blender!,TutsByKai,YouTube,video,B,full-caption,材质与纹理 | 人物与角色 | 光照与体积 | 工具与导出,https://www.youtube.com/watch?v=x76Vt9m_q0w
